title,address,type,latitude,longitude,about_site_label,about_site_text,about_subject_label,about_subject_text,interesting_fact,image_path,external_link
Al-Idrissi Monument,"Jardins de la Compagnie, Port Louis, Mauritius",monument,-20.1636664,57.50201179999999,About the monument,"This monument honours Muhammad al-Idrisi (c.1100-1165), the medieval Arab geographer and cartographer whose 12th-century world map and geographical writings, produced for the Norman court of Sicily, were centuries ahead of their time and remained a key reference for European mapmakers for generations. Its presence in the Company Garden recognises the broader Arab and Islamic contribution to the science of navigation and exploration.",,,"Unveiled on 8 August 2010, it's one of the newest monuments in the garden and one of very few anywhere in the world honouring al-Idrisi specifically for his cartographic legacy rather than any direct connection to Mauritius. The map he's remembered for, the Tabula Rogeriana, was made for a Christian king by a Muslim scholar - a genuinely unusual collaboration for the 12th century - and Roger II had it engraved onto a massive solid silver disc two metres across, one of the most extravagant maps ever made.",port-louis-al-idrissi-monument.jpg,
Slavery Abolition Monument,"Jardins de la Compagnie, Port Louis, Mauritius",monument,-20.1636664,57.50201179999999,About the monument,"This memorial in the Company Garden marks the abolition of slavery in Mauritius, which took effect on 1 February 1835 - more than 20 years after the island passed to British control, and only after the British government paid compensation not to the roughly 70,000 enslaved people freed, but to their former owners.",,,"The compensation itself was staggering - and it went entirely to owners, never to the people they had enslaved. Mauritius's slaveholders received £2,112,632 (worth roughly £1.5 billion today), funded by a government loan from the Rothschild and Montefiore banking families that British taxpayers didn't finish repaying until 2015 - nearly two centuries after the fact.",port-louis-slavery-abolition-monument.jpg,
King Edward VII Statue,"Champ de Mars Racecourse, Port Louis, Mauritius",statue,-20.1692212,57.5101827,About the statue,"This statue of King Edward VII stands within the grounds of the Champ de Mars Racecourse, sculpted by Prosper d'Épinay - the same Mauritian-born sculptor responsible for several of the other historic statues around Port Louis - and erected during the height of British colonial rule to honour the reigning monarch.",,,"It shares the racecourse grounds with a separate obelisk raised to a French governor, meaning the Champ de Mars quietly commemorates rulers from both the French and British colonial eras inside what is still an active, working racecourse rather than a museum.",port-louis-king-edward-vii-statue.jpg,
Kwan Tee Pagoda,"Royal Street, Port Louis, Mauritius",religious_building,-20.1617207,57.491986999999995,About the church,"Built by the Chinese community in 1842 in what is now Port Louis's Chinatown district, this is honoured as the oldest pagoda in the Southern Hemisphere and on the African continent. It's dedicated to Kwan Tee (Guan Di), a real 3rd-century Chinese general later deified as a symbol of loyalty, integrity and justice, and worshipped in Chinese communities worldwide as a god of wealth and war.",,,"It was founded by Ahime Choisanne, credited as the founder of the Chinese community in Mauritius itself, and every year on Guan Di's birthday the pagoda hosts Fête Mine, one of the oldest continuously celebrated festivals in the Sino-Mauritian calendar.",port-louis-kwan-tee-pagoda.jpg,https://mauritiusnow.com/blog/things-to-do/kwan-tee-pagoda/
Kailassam Temple,"Port Louis, Mauritius",religious_building,-20.1490075,57.519575800000005,About the church,"Established in 1854, this is recognised as the oldest Hindu temple in Mauritius, founded not long after the first waves of Indian indentured labourers began arriving at Aapravasi Ghat to work the island's sugar plantations. Dedicated to Shiva, it remains an active place of worship for Port Louis's Hindu community today.",,,"The temple's 1854 founding places it squarely within the earliest years of Indian indentured migration to Mauritius, which began in 1834 - built by, and for, some of the very first generation of Indo-Mauritians the Aapravasi Ghat site elsewhere on this tour was built to process. It was a direct response to catastrophe, too: a devastating cholera epidemic swept the island that same year, and Port Louis's Tamil merchants and traders came together to build the temple as an offering and spiritual refuge in the midst of the crisis. It's still the main venue for the Cavadee festival today, one of the most important dates on the Hindu calendar for Mauritius's Tamil community, drawing devotees carrying ornate wooden arches (kavadi) pierced through their skin as an act of devotion and penance.",port-louis-kailassam-temple.jpg,https://www.gpsmycity.com/attractions/kailassam-temple-1653.html
St James Cathedral,"St Denis St, Port Louis, Mauritius",religious_building,-20.167424,57.5056921,About the church,"This is the oldest Anglican church in Mauritius, consecrated as a cathedral on 26 June 1850. The building itself is older still and started life as ""La Poudrière,"" a French colonial gunpowder magazine; after the British took control of the island the structure was converted for public use as a church from 1812, given an octagonal spire to make it look the part, and finally reopened for worship on Christmas Day 1831, before further wings were added in 1846 to fit its growing congregation.",,,The cathedral's unusually thick walls - up to nine feet in places - aren't a design flourish. They're literally the walls of the old French gunpowder magazine the building was constructed on top of.,port-louis-st-james-cathedral.jpg,https://en.wikipedia.org/wiki/St_James_Old_Cathedral
Institute of Contemporary Art Indian Ocean (ICAIO),"Sir Seewoosagur Ramgoolam St, Port Louis, Mauritius",gallery,-20.1606104,57.508242599999996,About the gallery,"This contemporary art gallery on Sir Seewoosagur Ramgoolam Street was set up in 2015 by Salim Currimjee, a Mauritian artist, photographer and architect, to give Indian Ocean-region artists a dedicated space for serious contemporary exhibitions rather than tourist-facing craft displays.",,,"ICAIO runs roughly four exhibitions a year, each lasting about three months, making it one of the few venues in Port Louis where the art on the walls actually changes throughout the year rather than being a permanent, static collection.",port-louis-icaio.jpg,
Didus Art Gallery,"Caudan Waterfront, Port Louis, Mauritius",gallery,-20.1609464,57.497961399999994,About the gallery,"Inside the Caudan Waterfront shopping centre, this gallery has spent more than twenty years showcasing painters, sculptors and craftspeople from across the Indian Ocean region, mixing contemporary work with more traditional Mauritian art.",,,"Its name nods to the dodo, Mauritius's extinct flightless bird and unofficial national mascot - a reminder that even a commercial gallery inside a shopping mall leans on the island's most famous piece of natural history for its branding.",port-louis-didus-art-gallery.jpg,
House of Digital Art,"Edith Cavell St, Port Louis, Mauritius",gallery,-20.1639949,57.499632399999996,About the gallery,"This gallery is dedicated to digital and technology-driven art forms, blending traditional artistic expression with video, new media and interactive installations - a genuinely unusual offering on an island whose art scene is more often associated with painting and sculpture.",,,"Its presence in central Port Louis, alongside more traditional venues like Didus Art Gallery and ICAIO, reflects a growing contemporary-art scene in the capital that goes well beyond the postcard seascapes sold to tourists elsewhere on the island.",port-louis-house-of-digital-art.jpg,
Line Barracks,"Line Barracks St, Port Louis, Mauritius",history,-20.1644326,57.4998949,About this address,"In the heart of Port Louis stands a former colonial military barracks - inaugurated in 1740, making it almost as old as Government House itself - later repurposed as a police headquarters and formally listed by the Mauritius National Heritage Fund as a Scheduled Ancient Site. Barracks like this once housed the garrisons that controlled the island under both French and British rule, and the buildings' long institutional afterlife as a police compound has helped keep much of the original colonial-era structure intact. It's also been the operational nerve centre for some of the city's worst unrest in living memory - the 1967 election riots, the 1968 pre-independence riots, and the 1999 riots that followed the death in police custody of Kaya, the country's most famous seggae musician, were all commanded and coordinated from here.",,,"Line Barracks still functions as an operational police headquarters today, making it a rare case of a Port Louis heritage site that has never stopped being used for the purpose it was originally built for - military and civil order - across more than two centuries.",port-louis-line-barracks.jpg,
Trou Fanfaron,"Trou Fanfaron, Port Louis, Mauritius",history,-20.1563889,57.491944399999994,About this address,"This stretch of Port Louis harbour is where, from 1849, ships carrying indentured labourers from India actually docked and unloaded their passengers before they were processed at the neighbouring Aapravasi Ghat depot - clerks chalked numbers onto new arrivals' coats and doctors inspected them for scurvy and smallpox right here on the wharf, vaccinating anyone who hadn't already been, before the first labourers were marched off within days to sugar estates across the island. Anyone suspected of carrying a contagious disease never made it this far - they were quarantined instead, often on remote islets off the coast, a precaution that failed catastrophically in 1856 when around 300 Indian arrivals died of cholera in the rudimentary quarantine camp on Gabriel Island, 12km offshore.",,,By 1860 the facility here had been expanded to process up to 600 immigrants at a time - a scale that gives some sense of just how relentless the flow of new arrivals through this one stretch of wharf really was.,port-louis-trou-fanfaron.jpg,
Bourbon Street Food Vendors,"Bourbon Street, near Central Market, Port Louis, Mauritius",quirky,-20.1606919,57.5029509,About this spot,"Walk this stretch of Bourbon Street, right by Port Louis Central Market, and you'll find some of the best-loved everyday Mauritian street food sold each morning - dholl puri (soft split-pea flatbreads filled with spiced bean curry and rougaille sauce), crunchy gateaux piments (chilli-lentil fritters) and fresh alouda drinks, dished out from stalls locals queue for on their way to work.",,,"Dholl puri is so central to Mauritian daily life it's often called the island's unofficial national dish, despite being sold almost exclusively from unglamorous street stalls rather than restaurants - weekday mornings from around 7 to 10:30am are peak time to catch it fresh. The dish was invented essentially by accident: plantation labourers' wives, making the most of what they had, kneaded their flour dough with the same water dal had just been boiled in, and leftover lentil grains ended up baked right into the bread. But it wasn't sold on street corners until after independence in 1968 - the widespread poverty of that era created the market for something this filling, cheap and portable, and it's been a fixture of Mauritian street food ever since.",port-louis-bourbon-street-food-vendors.jpg,
Jim Boulettes,"Bourbon Street, Port Louis, Mauritius",quirky,-20.1636122,57.505840400000004,About this spot,"This no-frills stall on Bourbon Street is famous among Port Louis regulars for boulettes - small Chinese-Mauritian steamed or fried dumplings, sold cheap and fast, that count among the island's most popular grab-and-go snacks.",,,"Boulettes reflect Mauritius's 19th-century Chinese immigration just as directly as the pagodas and Chinatown gate elsewhere on this tour - descended from Cantonese dim sum traditions, they've become so thoroughly adopted into everyday Mauritian eating habits that most people no longer think of them as ""Chinese food"" at all. The dish itself changed to fit the island: traditional Hakka boulettes used cabbage, but Cantonese-Mauritian cooks swapped in chayote (christophine) since cabbage wasn't always available locally - a small substitution that's now just how it's made.",port-louis-jim-boulettes.jpg,
Cafe L'Amicale,"Emmanuel Anquetil St, Port Louis, Mauritius",quirky,-20.1588141,57.5057821,About this spot,"This long-running Chinese-Mauritian restaurant sits near Port Louis's Chinatown gate, part of a small cluster of eateries - alongside Anam and Canton - that have served the Sino-Mauritian community's own comfort food for generations, rather than a westernised ""Chinese restaurant"" menu aimed at tourists.",,,"Its location just off the Chinatown arch makes it an easy stop for anyone exploring the historic Chinatown quarter, one Port Louis is proud to call one of the oldest outside China itself.",port-louis-cafe-lamicale.jpg,
Lambic Beer Bar,"St Georges St, Port Louis, Mauritius",quirky,-20.1652371,57.4998088,About this spot,"This gastropub sits inside a restored 19th-century colonial house on St Georges Street, popular for its wide range of Belgian and craft beers alongside Mauritian comfort food - an unusual pairing of European beer culture and Creole cooking in one of central Port Louis's older buildings.",,,The building's colonial-era architecture is as much a draw as the beer list - it's one of a dwindling number of 19th-century townhouses in the capital that has been restored and kept in everyday public use rather than demolished for office towers.,port-louis-lambic-beer-bar.jpg,
Namaste Restaurant,"Caudan Waterfront, Port Louis, Mauritius",quirky,-20.1610003,57.49866249999999,About this spot,"This restaurant on the Caudan Waterfront overlooks Port Louis harbour, specialising in North Indian and Mughal-style dishes prepared by chefs trained in Delhi - a reflection of the deep, centuries-old links between Mauritius and the Indian subcontinent that run through much of this tour, from Aapravasi Ghat to the island's Hindu temples.",,,"Its harbour-view setting means diners can watch cargo ships and cruise liners come into port while eating a cuisine that first arrived on this same waterfront with indentured labourers nearly two centuries ago - and the restaurant itself sits on the site of the Indian Ocean's first-ever meteorological observatory, built here in the 19th century when this same peninsula also housed a gunpowder magazine and dry docks, a considerably calmer history than curry enjoys today.",port-louis-namaste-restaurant.jpg,
Caudan Centre,"Caudan Waterfront, Port Louis, Mauritius",building,-20.160863,57.498089,About the building,"This is the main shopping and leisure building at Le Caudan Waterfront - officially Barkly Wharf, named after Sir Henry Barkly, governor of Mauritius from 1863 to 1870. Opened in 1996 as the island's first shopping mall, it now holds boutiques, souvenir shops, restaurants, a cinema and a casino under one roof, alongside Le Pavillon shopping arcade at its entrance - the built, indoor counterpart to the open-air marina and plaza just outside its doors.",,,,port-louis-caudan-centre.jpg,
